Level,RequiredStrength
2670,622500000000
2671,622750000000
2672,623000000000
2673,623250000000
2674,623500000000
2675,623750000000
2676,624000000000
2677,624250000000
2678,624500000000
2679,624750000000
2680,625000000000
2681,625250000000
2682,625500000000
2683,625750000000
2684,626000000000
2685,626250000000
2686,626500000000
2687,626750000000
2688,627000000000
2689,627250000000
2690,627500000000
2691,627750000000
2692,628000000000
2693,628250000000
2694,628500000000
2695,628750000000
2696,629000000000
2697,629250000000
2698,629500000000
2699,629750000000
2700,630000000000
2701,630250000000
2702,630500000000
2703,630750000000
2704,631000000000
2705,631250000000
2706,631500000000
2707,631750000000
2708,632000000000
2709,632250000000
2710,632500000000
2711,632750000000
2712,633000000000
2713,633250000000
2714,633500000000
2715,633750000000
2716,634000000000
2717,634250000000
2718,634500000000
2719,634750000000
2720,635000000000
2721,635250000000
2722,635500000000
2723,635750000000
2724,636000000000
2725,636250000000
2726,636500000000
2727,636750000000
2728,637000000000
2729,637250000000
2730,637500000000
2731,637750000000
2732,638000000000
2733,638250000000
2734,638500000000
2735,638750000000
2736,639000000000
2737,639250000000
2738,639500000000
2739,639750000000
2740,640000000000
2741,640250000000
2742,640500000000
2743,640750000000
2744,641000000000
2745,641250000000
2746,641500000000
2747,641750000000
2748,642000000000
2749,642250000000
2750,642500000000
2751,642750000000
2752,643000000000
2753,643250000000
2754,643500000000
2755,643750000000
2756,644000000000
2757,644250000000
2758,644500000000
2759,644750000000
2760,645000000000
2761,645250000000
2762,645500000000
2763,645750000000
2764,646000000000
2765,646250000000
2766,646500000000
2767,646750000000
2768,647000000000
2769,647250000000
2770,647500000000
2771,647750000000
2772,648000000000
2773,648250000000
2774,648500000000
2775,648750000000
2776,649000000000
2777,649250000000
2778,649500000000
2779,649750000000
2780,650000000000
2781,650250000000
2782,650500000000
2783,650750000000
2784,651000000000
2785,651250000000
2786,651500000000
2787,651750000000
2788,652000000000
2789,652250000000
2790,652500000000
2791,652750000000
2792,653000000000
2793,653250000000
2794,653500000000
2795,653750000000
2796,654000000000
2797,654250000000
2798,654500000000
2799,654750000000
2800,655000000000
2801,655250000000
2802,655500000000
2803,655750000000
2804,656000000000
2805,656250000000
2806,656500000000
2807,656750000000
2808,657000000000
2809,657250000000
2810,657500000000
2811,657750000000
2812,658000000000
2813,658250000000
2814,658500000000
2815,658750000000
2816,659000000000
2817,659250000000
2818,659500000000
2819,659750000000
2820,660000000000
2821,660250000000
2822,660500000000
2823,660750000000
2824,661000000000
2825,661250000000
2826,661500000000
2827,661750000000
2828,662000000000
2829,662250000000
2830,662500000000
2831,662750000000
2832,663000000000
2833,663250000000
2834,663500000000
2835,663750000000
2836,664000000000
2837,664250000000
2838,664500000000
2839,664750000000
2840,665000000000
2841,665250000000
2842,665500000000
2843,665750000000
2844,666000000000
2845,666250000000
2846,666500000000
2847,666750000000
2848,667000000000
2849,667250000000
2850,667500000000
2851,667750000000
2852,668000000000
2853,668250000000
2854,668500000000
2855,668750000000
2856,669000000000
2857,669250000000
2858,669500000000
2859,669750000000
2860,670000000000
2861,670250000000
2862,670500000000
2863,670750000000
2864,671000000000
2865,671250000000
2866,671500000000
2867,671750000000
2868,672000000000
2869,672250000000
2870,672500000000
2871,672750000000
2872,673000000000
2873,673250000000
2874,673500000000
2875,673750000000
2876,674000000000
2877,674250000000
2878,674500000000
2879,674750000000
2880,675000000000
2881,675250000000
2882,675500000000
2883,675750000000
2884,676000000000
2885,676250000000
2886,676500000000
2887,676750000000
2888,677000000000
2889,677250000000
2890,677500000000
2891,677750000000
2892,678000000000
2893,678250000000
2894,678500000000
2895,678750000000
2896,679000000000
2897,679250000000
2898,679500000000
2899,679750000000
2900,680000000000
2901,680250000000
2902,680500000000
2903,680750000000
2904,681000000000
2905,681250000000
2906,681500000000
2907,681750000000
2908,682000000000
2909,682250000000
2910,682500000000
2911,682750000000
2912,683000000000
2913,683250000000
2914,683500000000
2915,683750000000
2916,684000000000
2917,684250000000
2918,684500000000
2919,684750000000
2920,685000000000
2921,685250000000
2922,685500000000
2923,685750000000
2924,686000000000
2925,686250000000
2926,686500000000
2927,686750000000
2928,687000000000
2929,687250000000
2930,687500000000
2931,687750000000
2932,688000000000
2933,688250000000
2934,688500000000
2935,688750000000
2936,689000000000
2937,689250000000
2938,689500000000
2939,689750000000
2940,690000000000
2941,690250000000
2942,690500000000
2943,690750000000
2944,691000000000
2945,691250000000
2946,691500000000
2947,691750000000
2948,692000000000
2949,692250000000
2950,692500000000
2951,692750000000
2952,693000000000
2953,693250000000
2954,693500000000
2955,693750000000
2956,694000000000
2957,694250000000
2958,694500000000
2959,694750000000
2960,695000000000
2961,695250000000
2962,695500000000
2963,695750000000
2964,696000000000
2965,696250000000
2966,696500000000
2967,696750000000
2968,697000000000
2969,697250000000
2970,697500000000
2971,697750000000
2972,698000000000
2973,698250000000
2974,698500000000
2975,698750000000
2976,699000000000
2977,699250000000
2978,699500000000
2979,699750000000
2980,700000000000
2981,700250000000
2982,700500000000
2983,700750000000
2984,701000000000
2985,701250000000
2986,701500000000
2987,701750000000
2988,702000000000
2989,702250000000
2990,702500000000
2991,702750000000
2992,703000000000
2993,703250000000
2994,703500000000
2995,703750000000
2996,704000000000
2997,704250000000
2998,704500000000
2999,704750000000
3000,705000000000
3001,705250000000
3002,705500000000
3003,705750000000
3004,706000000000
3005,706250000000
3006,706500000000
3007,706750000000
3008,707000000000
3009,707250000000
3010,707500000000
3011,707750000000
3012,708000000000
3013,708250000000
3014,708500000000
3015,708750000000
3016,709000000000
3017,709250000000
3018,709500000000
3019,709750000000
3020,710000000000
3021,710250000000
3022,710500000000
3023,710750000000
3024,711000000000
3025,711250000000
3026,711500000000
3027,711750000000
3028,712000000000
3029,712250000000
3030,712500000000
3031,712750000000
3032,713000000000
3033,713250000000
3034,713500000000
3035,713750000000
3036,714000000000
3037,714250000000
3038,714500000000
3039,714750000000
3040,715000000000
3041,715250000000
3042,715500000000
3043,715750000000
3044,716000000000
3045,716250000000
3046,716500000000
3047,716750000000
3048,717000000000
3049,717250000000
3050,717500000000
3051,717750000000
3052,718000000000
3053,718250000000
3054,718500000000
3055,718750000000
3056,719000000000
3057,719250000000
3058,719500000000
3059,719750000000
3060,720000000000
3061,720250000000
3062,720500000000
3063,720750000000
3064,721000000000
3065,721250000000
3066,721500000000
3067,721750000000
3068,722000000000
3069,722250000000
3070,722500000000
3071,722750000000
3072,723000000000
3073,723250000000
3074,723500000000
3075,723750000000
3076,724000000000
3077,724250000000
3078,724500000000
3079,724750000000
3080,725000000000
3081,725250000000
3082,725500000000
3083,725750000000
3084,726000000000
3085,726250000000
3086,726500000000
3087,726750000000
3088,727000000000
3089,727250000000
3090,727500000000
3091,727750000000
3092,728000000000
3093,728250000000
3094,728500000000
3095,728750000000
3096,729000000000
3097,729250000000
3098,729500000000
3099,729750000000
3100,730000000000
3101,730250000000
3102,730500000000
3103,730750000000
3104,731000000000
3105,731250000000
3106,731500000000
3107,731750000000
3108,732000000000
3109,732250000000
3110,732500000000
3111,732750000000
3112,733000000000
3113,733250000000
3114,733500000000
3115,733750000000
3116,734000000000
3117,734250000000
3118,734500000000
3119,734750000000
3120,735000000000
3121,735250000000
3122,735500000000
3123,735750000000
3124,736000000000
3125,736250000000
3126,736500000000
3127,736750000000
3128,737000000000
3129,737250000000
3130,737500000000
3131,737750000000
3132,738000000000
3133,738250000000
3134,738500000000
3135,738750000000
3136,739000000000
3137,739250000000
3138,739500000000
3139,739750000000
3140,740000000000
3141,740250000000
3142,740500000000
3143,740750000000
3144,741000000000
3145,741250000000
3146,741500000000
3147,741750000000
3148,742000000000
3149,742250000000
3150,742500000000
3151,742750000000
3152,743000000000
3153,743250000000
3154,743500000000
3155,743750000000
3156,744000000000
3157,744250000000
3158,744500000000
3159,744750000000
3160,745000000000
3161,745250000000
3162,745500000000
3163,745750000000
3164,746000000000
3165,746250000000
3166,746500000000
3167,746750000000
3168,747000000000
3169,747250000000
3170,747500000000
3171,747750000000
3172,748000000000
3173,748250000000
3174,748500000000
3175,748750000000
3176,749000000000
3177,749250000000
3178,749500000000
3179,749750000000
3180,750000000000
3181,750250000000
3182,750500000000
3183,750750000000
3184,751000000000
3185,751250000000
3186,751500000000
3187,751750000000
3188,752000000000
3189,752250000000
3190,752500000000
3191,752750000000
3192,753000000000
3193,753250000000
3194,753500000000
3195,753750000000
3196,754000000000
3197,754250000000
3198,754500000000
3199,754750000000
3200,755000000000
3201,755250000000
3202,755500000000
3203,755750000000
3204,756000000000
3205,756250000000
3206,756500000000
3207,756750000000
3208,757000000000
3209,757250000000
3210,757500000000
3211,757750000000
3212,758000000000
3213,758250000000
3214,758500000000
3215,758750000000
3216,759000000000
3217,759250000000
3218,759500000000
3219,759750000000
3220,760000000000
3221,760250000000
3222,760500000000
3223,760750000000
3224,761000000000
3225,761250000000
3226,761500000000
3227,761750000000
3228,762000000000
3229,762250000000
3230,762500000000
3231,762750000000
3232,763000000000
3233,763250000000
3234,763500000000
3235,763750000000
3236,764000000000
3237,764250000000
3238,764500000000
3239,764750000000
3240,765000000000
3241,765250000000
3242,765500000000
3243,765750000000
3244,766000000000
3245,766250000000
3246,766500000000
3247,766750000000
3248,767000000000
3249,767250000000
3250,767500000000
3251,767750000000
3252,768000000000
3253,768250000000
3254,768500000000
3255,768750000000
3256,769000000000
3257,769250000000
3258,769500000000
3259,769750000000
3260,770000000000
3261,770250000000
3262,770500000000
3263,770750000000
3264,771000000000
3265,771250000000
3266,771500000000
3267,771750000000
3268,772000000000
3269,772250000000
3270,772500000000
3271,772750000000
3272,773000000000
3273,773250000000
3274,773500000000
3275,773750000000
3276,774000000000
3277,774250000000
3278,774500000000
3279,774750000000
3280,775000000000
3281,775250000000
3282,775500000000
3283,775750000000
3284,776000000000
3285,776250000000
3286,776500000000
3287,776750000000
3288,777000000000
3289,777250000000
3290,777500000000
3291,777750000000
3292,778000000000
3293,778250000000
3294,778500000000
3295,778750000000
3296,779000000000
3297,779250000000
3298,779500000000
3299,779750000000
3300,780000000000
3301,780250000000
3302,780500000000
3303,780750000000
3304,781000000000
3305,781250000000
3306,781500000000
3307,781750000000
3308,782000000000
3309,782250000000
3310,782500000000
3311,782750000000
3312,783000000000
3313,783250000000
3314,783500000000
3315,783750000000
3316,784000000000
3317,784250000000
3318,784500000000
3319,784750000000
3320,785000000000
3321,785250000000
3322,785500000000
3323,785750000000
3324,786000000000
3325,786250000000
3326,786500000000
3327,786750000000
3328,787000000000
3329,787250000000
3330,787500000000
3331,787750000000
3332,788000000000
3333,788250000000
3334,788500000000
3335,788750000000
3336,789000000000
3337,789250000000
3338,789500000000
3339,789750000000
3340,790000000000
3341,790250000000
3342,790500000000
3343,790750000000
3344,791000000000
3345,791250000000
3346,791500000000
3347,791750000000
3348,792000000000
3349,792250000000
3350,792500000000
3351,792750000000
3352,793000000000
3353,793250000000
3354,793500000000
3355,793750000000
3356,794000000000
3357,794250000000
3358,794500000000
3359,794750000000
3360,795000000000
3361,795250000000
3362,795500000000
3363,795750000000
3364,796000000000
3365,796250000000
3366,796500000000
3367,796750000000
3368,797000000000
3369,797250000000
3370,797500000000
3371,797750000000
3372,798000000000
3373,798250000000
3374,798500000000
3375,798750000000
3376,799000000000
3377,799250000000
3378,799500000000
3379,799750000000
3380,800000000000
3381,800250000000
3382,800500000000
3383,800750000000
3384,801000000000
3385,801250000000
3386,801500000000
3387,801750000000
3388,802000000000
3389,802250000000
3390,802500000000
3391,802750000000
3392,803000000000
3393,803250000000
3394,803500000000
3395,803750000000
3396,804000000000
3397,804250000000
3398,804500000000
3399,804750000000
3400,805000000000
3401,805250000000
3402,805500000000
3403,805750000000
3404,806000000000
3405,806250000000
3406,806500000000
3407,806750000000
3408,807000000000
3409,807250000000
3410,807500000000
3411,807750000000
3412,808000000000
3413,808250000000
3414,808500000000
3415,808750000000
3416,809000000000
3417,809250000000
3418,809500000000
3419,809750000000
3420,810000000000
3421,810250000000
3422,810500000000
3423,810750000000
3424,811000000000
3425,811250000000
3426,811500000000
3427,811750000000
3428,812000000000
3429,812250000000
3430,812500000000
3431,812750000000
3432,813000000000
3433,813250000000
3434,813500000000
3435,813750000000
3436,814000000000
3437,814250000000
3438,814500000000
3439,814750000000
3440,815000000000
3441,815250000000
3442,815500000000
3443,815750000000
3444,816000000000
3445,816250000000
3446,816500000000
3447,816750000000
3448,817000000000
3449,817250000000
3450,817500000000
3451,817750000000
3452,818000000000
3453,818250000000
3454,818500000000
3455,818750000000
3456,819000000000
3457,819250000000
3458,819500000000
3459,819750000000
3460,820000000000
3461,820250000000
3462,820500000000
3463,820750000000
3464,821000000000
3465,821250000000
3466,821500000000
3467,821750000000
3468,822000000000
3469,822250000000
3470,822500000000
3471,822750000000
3472,823000000000
3473,823250000000
3474,823500000000
3475,823750000000
3476,824000000000
3477,824250000000
3478,824500000000
3479,824750000000
3480,825000000000
3481,825250000000
3482,825500000000
3483,825750000000
3484,826000000000
3485,826250000000
3486,826500000000
3487,826750000000
3488,827000000000
3489,827250000000
3490,827500000000
3491,827750000000
3492,828000000000
3493,828250000000
3494,828500000000
3495,828750000000
3496,829000000000
3497,829250000000
3498,829500000000
3499,829750000000
3500,830000000000
3501,830250000000
3502,830500000000
3503,830750000000
3504,831000000000
3505,831250000000
3506,831500000000
3507,831750000000
3508,832000000000
3509,832250000000
3510,832500000000
3511,832750000000
3512,833000000000
3513,833250000000
3514,833500000000
3515,833750000000
3516,834000000000
3517,834250000000
3518,834500000000
3519,834750000000
3520,835000000000
3521,835250000000
3522,835500000000
3523,835750000000
3524,836000000000
3525,836250000000
3526,836500000000
3527,836750000000
3528,837000000000
3529,837250000000
3530,837500000000
3531,837750000000
3532,838000000000
3533,838250000000
3534,838500000000
3535,838750000000
3536,839000000000
3537,839250000000
3538,839500000000
3539,839750000000
3540,840000000000
3541,840250000000
3542,840500000000
3543,840750000000
3544,841000000000
3545,841250000000
3546,841500000000
3547,841750000000
3548,842000000000
3549,842250000000
3550,842500000000
3551,842750000000
3552,843000000000
3553,843250000000
3554,843500000000
3555,843750000000
3556,844000000000
3557,844250000000
3558,844500000000
3559,844750000000
3560,845000000000
3561,845250000000
3562,845500000000
3563,845750000000
3564,846000000000
3565,846250000000
3566,846500000000
3567,846750000000
3568,847000000000
3569,847250000000
3570,847500000000
3571,847750000000
3572,848000000000
3573,848250000000
3574,848500000000
3575,848750000000
3576,849000000000
3577,849250000000
3578,849500000000
3579,849750000000
3580,850000000000
3581,850250000000
3582,850500000000
3583,850750000000
3584,851000000000
3585,851250000000
3586,851500000000
3587,851750000000
3588,852000000000
3589,852250000000
3590,852500000000
3591,852750000000
3592,853000000000
3593,853250000000
3594,853500000000
3595,853750000000
3596,854000000000
3597,854250000000
3598,854500000000
3599,854750000000
3600,855000000000
3601,855250000000
3602,855500000000
3603,855750000000
3604,856000000000
3605,856250000000
3606,856500000000
3607,856750000000
3608,857000000000
3609,857250000000
3610,857500000000
3611,857750000000
3612,858000000000
3613,858250000000
3614,858500000000
3615,858750000000
3616,859000000000
3617,859250000000
3618,859500000000
3619,859750000000
3620,860000000000
3621,860250000000
3622,860500000000
3623,860750000000
3624,861000000000
3625,861250000000
3626,861500000000
3627,861750000000
3628,862000000000
3629,862250000000
3630,862500000000
3631,862750000000
3632,863000000000
3633,863250000000
3634,863500000000
3635,863750000000
3636,864000000000
3637,864250000000
3638,864500000000
3639,864750000000
3640,865000000000
3641,865250000000
3642,865500000000
3643,865750000000
3644,866000000000
3645,866250000000
3646,866500000000
3647,866750000000
3648,867000000000
3649,867250000000
3650,867500000000
3651,867750000000
3652,868000000000
3653,868250000000
3654,868500000000
3655,868750000000
3656,869000000000
3657,869250000000
3658,869500000000
3659,869750000000
3660,870000000000
3661,870250000000
3662,870500000000
3663,870750000000
3664,871000000000
3665,871250000000
3666,871500000000
3667,871750000000
3668,872000000000
3669,872250000000
3670,872500000000
3671,872750000000
3672,873000000000
3673,873250000000
3674,873500000000
3675,873750000000
3676,874000000000
3677,874250000000
3678,874500000000
3679,874750000000
3680,875000000000
3681,875250000000
3682,875500000000
3683,875750000000
3684,876000000000
3685,876250000000
3686,876500000000
3687,876750000000
3688,877000000000
3689,877250000000
3690,877500000000
3691,877750000000
3692,878000000000
3693,878250000000
3694,878500000000
3695,878750000000
3696,879000000000
3697,879250000000
3698,879500000000
3699,879750000000
3700,880000000000
3701,880250000000
3702,880500000000
3703,880750000000
3704,881000000000
3705,881250000000
3706,881500000000
3707,881750000000
3708,882000000000
3709,882250000000
3710,882500000000
3711,882750000000
3712,883000000000
3713,883250000000
3714,883500000000
3715,883750000000
3716,884000000000
3717,884250000000
3718,884500000000
3719,884750000000
3720,885000000000
3721,885250000000
3722,885500000000
3723,885750000000
3724,886000000000
3725,886250000000
3726,886500000000
3727,886750000000
3728,887000000000
3729,887250000000
3730,887500000000
3731,887750000000
3732,888000000000
3733,888250000000
3734,888500000000
3735,888750000000
3736,889000000000
3737,889250000000
3738,889500000000
3739,889750000000
3740,890000000000
3741,890250000000
3742,890500000000
3743,890750000000
3744,891000000000
3745,891250000000
3746,891500000000
3747,891750000000
3748,892000000000
3749,892250000000
3750,892500000000
3751,892750000000
3752,893000000000
3753,893250000000
3754,893500000000
3755,893750000000
3756,894000000000
3757,894250000000
3758,894500000000
3759,894750000000
3760,895000000000
3761,895250000000
3762,895500000000
3763,895750000000
3764,896000000000
3765,896250000000
3766,896500000000
3767,896750000000
3768,897000000000
3769,897250000000
3770,897500000000
3771,897750000000
3772,898000000000
3773,898250000000
3774,898500000000
3775,898750000000
3776,899000000000
3777,899250000000
3778,899500000000
3779,899750000000
3780,900000000000
3781,900250000000
3782,900500000000
3783,900750000000
3784,901000000000
3785,901250000000
3786,901500000000
3787,901750000000
3788,902000000000
3789,902250000000
3790,902500000000
3791,902750000000
3792,903000000000
3793,903250000000
3794,903500000000
3795,903750000000
3796,904000000000
3797,904250000000
3798,904500000000
3799,904750000000
3800,905000000000
3801,905250000000
3802,905500000000
3803,905750000000
3804,906000000000
3805,906250000000
3806,906500000000
3807,906750000000
3808,907000000000
3809,907250000000
3810,907500000000
3811,907750000000
3812,908000000000
3813,908250000000
3814,908500000000
3815,908750000000
3816,909000000000
3817,909250000000
3818,909500000000
3819,909750000000
3820,910000000000
3821,910250000000
3822,910500000000
3823,910750000000
3824,911000000000
3825,911250000000
3826,911500000000
3827,911750000000
3828,912000000000
3829,912250000000
3830,912500000000
3831,912750000000
3832,913000000000
3833,913250000000
3834,913500000000
3835,913750000000
3836,914000000000
3837,914250000000
3838,914500000000
3839,914750000000
3840,915000000000
3841,915250000000
3842,915500000000
3843,915750000000
3844,916000000000
3845,916250000000
3846,916500000000
3847,916750000000
3848,917000000000
3849,917250000000
3850,917500000000
3851,917750000000
3852,918000000000
3853,918250000000
3854,918500000000
3855,918750000000
3856,919000000000
3857,919250000000
3858,919500000000
3859,919750000000
3860,920000000000
3861,920250000000
3862,920500000000
3863,920750000000
3864,921000000000
3865,921250000000
3866,921500000000
3867,921750000000
3868,922000000000
3869,922250000000
3870,922500000000
3871,922750000000
3872,923000000000
3873,923250000000
3874,923500000000
3875,923750000000
3876,924000000000
3877,924250000000
3878,924500000000
3879,924750000000
3880,925000000000
3881,925250000000
3882,925500000000
3883,925750000000
3884,926000000000
3885,926250000000
3886,926500000000
3887,926750000000
3888,927000000000
3889,927250000000
3890,927500000000
3891,927750000000
3892,928000000000
3893,928250000000
3894,928500000000
3895,928750000000
3896,929000000000
3897,929250000000
3898,929500000000
3899,929750000000
3900,930000000000
3901,930250000000
3902,930500000000
3903,930750000000
3904,931000000000
3905,931250000000
3906,931500000000
3907,931750000000
3908,932000000000
3909,932250000000
3910,932500000000
3911,932750000000
3912,933000000000
3913,933250000000
3914,933500000000
3915,933750000000
3916,934000000000
3917,934250000000
3918,934500000000
3919,934750000000
3920,935000000000
3921,935250000000
3922,935500000000
3923,935750000000
3924,936000000000
3925,936250000000
3926,936500000000
3927,936750000000
3928,937000000000
3929,937250000000
3930,937500000000
3931,937750000000
3932,938000000000
3933,938250000000
3934,938500000000
3935,938750000000
3936,939000000000
3937,939250000000
3938,939500000000
3939,939750000000
3940,940000000000
3941,940250000000
3942,940500000000
3943,940750000000
3944,941000000000
3945,941250000000
3946,941500000000
3947,941750000000
3948,942000000000
3949,942250000000
3950,942500000000
3951,942750000000
3952,943000000000
3953,943250000000
3954,943500000000
3955,943750000000
3956,944000000000
3957,944250000000
3958,944500000000
3959,944750000000
3960,945000000000
3961,945250000000
3962,945500000000
3963,945750000000
3964,946000000000
3965,946250000000
3966,946500000000
3967,946750000000
3968,947000000000
3969,947250000000
3970,947500000000
3971,947750000000
3972,948000000000
3973,948250000000
3974,948500000000
3975,948750000000
3976,949000000000
3977,949250000000
3978,949500000000
3979,949750000000
3980,950000000000
3981,950250000000
3982,950500000000
3983,950750000000
3984,951000000000
3985,951250000000
3986,951500000000
3987,951750000000
3988,952000000000
3989,952250000000
3990,952500000000
3991,952750000000
3992,953000000000
3993,953250000000
3994,953500000000
3995,953750000000
3996,954000000000
3997,954250000000
3998,954500000000
3999,954750000000
4000,955000000000
4001,955250000000
4002,955500000000
4003,955750000000
4004,956000000000
4005,956250000000
4006,956500000000
4007,956750000000
4008,957000000000
4009,957250000000
4010,957500000000
4011,957750000000
4012,958000000000
4013,958250000000
4014,958500000000
4015,958750000000
4016,959000000000
4017,959250000000
4018,959500000000
4019,959750000000
4020,960000000000
4021,960250000000
4022,960500000000
4023,960750000000
4024,961000000000
4025,961250000000
4026,961500000000
4027,961750000000
4028,962000000000
4029,962250000000
4030,962500000000
4031,962750000000
4032,963000000000
4033,963250000000
4034,963500000000
4035,963750000000
4036,964000000000
4037,964250000000
4038,964500000000
4039,964750000000
4040,965000000000
4041,965250000000
4042,965500000000
4043,965750000000
4044,966000000000
4045,966250000000
4046,966500000000
4047,966750000000
4048,967000000000
4049,967250000000
4050,967500000000
4051,967750000000
4052,968000000000
4053,968250000000
4054,968500000000
4055,968750000000
4056,969000000000
4057,969250000000
4058,969500000000
4059,969750000000
4060,970000000000
4061,970250000000
4062,970500000000
4063,970750000000
4064,971000000000
4065,971250000000
4066,971500000000
4067,971750000000
4068,972000000000
4069,972250000000
4070,972500000000
4071,972750000000
4072,973000000000
4073,973250000000
4074,973500000000
4075,973750000000
4076,974000000000
4077,974250000000
4078,974500000000
4079,974750000000
4080,975000000000
4081,975250000000
4082,975500000000
4083,975750000000
4084,976000000000
4085,976250000000
4086,976500000000
4087,976750000000
4088,977000000000
4089,977250000000
4090,977500000000
4091,977750000000
4092,978000000000
4093,978250000000
4094,978500000000
4095,978750000000
4096,979000000000
4097,979250000000
4098,979500000000
4099,979750000000
4100,980000000000
4101,980250000000
4102,980500000000
4103,980750000000
4104,981000000000
4105,981250000000
4106,981500000000
4107,981750000000
4108,982000000000
4109,982250000000
4110,982500000000
4111,982750000000
4112,983000000000
4113,983250000000
4114,983500000000
4115,983750000000
4116,984000000000
4117,984250000000
4118,984500000000
4119,984750000000
4120,985000000000
4121,985250000000
4122,985500000000
4123,985750000000
4124,986000000000
4125,986250000000
4126,986500000000
4127,986750000000
4128,987000000000
4129,987250000000
4130,987500000000
4131,987750000000
4132,988000000000
4133,988250000000
4134,988500000000
4135,988750000000
4136,989000000000
4137,989250000000
4138,989500000000
4139,989750000000
4140,990000000000
4141,990250000000
4142,990500000000
4143,990750000000
4144,991000000000
4145,991250000000
4146,991500000000
4147,991750000000
4148,992000000000
4149,992250000000
4150,992500000000
4151,992750000000
4152,993000000000
4153,993250000000
4154,993500000000
4155,993750000000
4156,994000000000
4157,994250000000
4158,994500000000
4159,994750000000
4160,995000000000
4161,995250000000
4162,995500000000
4163,995750000000
4164,996000000000
4165,996250000000
4166,996500000000
4167,996750000000
4168,997000000000
4169,997250000000
4170,997500000000
4171,997750000000
4172,998000000000
4173,998250000000
4174,998500000000
4175,998750000000
4176,999000000000
4177,999250000000
4178,999500000000
4179,999750000000
4180,1000000000000
4181,1000250000000
4182,1000500000000
4183,1000750000000
4184,1001000000000
4185,1001250000000
4186,1001500000000
4187,1001750000000
4188,1002000000000
4189,1002250000000
4190,1002500000000
4191,1002750000000
4192,1003000000000
4193,1003250000000
4194,1003500000000
4195,1003750000000
4196,1004000000000
4197,1004250000000
4198,1004500000000
4199,1004750000000
4200,1005000000000
4201,1005250000000
4202,1005500000000
4203,1005750000000
4204,1006000000000
4205,1006250000000
4206,1006500000000
4207,1006750000000
4208,1007000000000
4209,1007250000000
4210,1007500000000
4211,1007750000000
4212,1008000000000
4213,1008250000000
4214,1008500000000
4215,1008750000000
4216,1009000000000
4217,1009250000000
4218,1009500000000
4219,1009750000000
4220,1010000000000
4221,1010250000000
4222,1010500000000
4223,1010750000000
4224,1011000000000
4225,1011250000000
4226,1011500000000
4227,1011750000000
4228,1012000000000
4229,1012250000000
4230,1012500000000
4231,1012750000000
4232,1013000000000
4233,1013250000000
4234,1013500000000
4235,1013750000000
4236,1014000000000
4237,1014250000000
4238,1014500000000
4239,1014750000000
4240,1015000000000
4241,1015250000000
4242,1015500000000
4243,1015750000000
4244,1016000000000
4245,1016250000000
4246,1016500000000
4247,1016750000000
4248,1017000000000
4249,1017250000000
4250,1017500000000
4251,1017750000000
4252,1018000000000
4253,1018250000000
4254,1018500000000
4255,1018750000000
4256,1019000000000
4257,1019250000000
4258,1019500000000
4259,1019750000000
4260,1020000000000
4261,1020250000000
4262,1020500000000
4263,1020750000000
4264,1021000000000
4265,1021250000000
4266,1021500000000
4267,1021750000000
4268,1022000000000
4269,1022250000000
4270,1022500000000
4271,1022750000000
4272,1023000000000
4273,1023250000000
4274,1023500000000
4275,1023750000000
4276,1024000000000
4277,1024250000000
4278,1024500000000
4279,1024750000000
4280,1025000000000
4281,1025250000000
4282,1025500000000
4283,1025750000000
4284,1026000000000
4285,1026250000000
4286,1026500000000
4287,1026750000000
4288,1027000000000
4289,1027250000000
4290,1027500000000
4291,1027750000000
4292,1028000000000
4293,1028250000000
4294,1028500000000
4295,1028750000000
4296,1029000000000
4297,1029250000000
4298,1029500000000
4299,1029750000000
4300,1030000000000
4301,1030250000000
4302,1030500000000
4303,1030750000000
4304,1031000000000
4305,1031250000000
4306,1031500000000
4307,1031750000000
4308,1032000000000
4309,1032250000000
4310,1032500000000
4311,1032750000000
4312,1033000000000
4313,1033250000000
4314,1033500000000
4315,1033750000000
4316,1034000000000
4317,1034250000000
4318,1034500000000
4319,1034750000000
4320,1035000000000
4321,1035250000000
4322,1035500000000
4323,1035750000000
4324,1036000000000
4325,1036250000000
4326,1036500000000
4327,1036750000000
4328,1037000000000
4329,1037250000000
4330,1037500000000
4331,1037750000000
4332,1038000000000
4333,1038250000000
4334,1038500000000
4335,1038750000000
4336,1039000000000
4337,1039250000000
4338,1039500000000
4339,1039750000000
4340,1040000000000
4341,1040250000000
4342,1040500000000
4343,1040750000000
4344,1041000000000
4345,1041250000000
4346,1041500000000
4347,1041750000000
4348,1042000000000
4349,1042250000000
4350,1042500000000
4351,1042750000000
4352,1043000000000
4353,1043250000000
4354,1043500000000
4355,1043750000000
4356,1044000000000
4357,1044250000000
4358,1044500000000
4359,1044750000000
4360,1045000000000
4361,1045250000000
4362,1045500000000
4363,1045750000000
4364,1046000000000
4365,1046250000000
4366,1046500000000
4367,1046750000000
4368,1047000000000
4369,1047250000000
4370,1047500000000
4371,1047750000000
4372,1048000000000
4373,1048250000000
4374,1048500000000
4375,1048750000000
4376,1049000000000
4377,1049250000000
4378,1049500000000
4379,1049750000000
4380,1050000000000
4381,1050250000000
4382,1050500000000
4383,1050750000000
4384,1051000000000
4385,1051250000000
4386,1051500000000
4387,1051750000000
4388,1052000000000
4389,1052250000000
4390,1052500000000
4391,1052750000000
